Наименование;Емайл;Телефон1;Сайт;id;id родителя;Адрес;местоположение
Ферроком;info@ferrocom.org;88003333154;www.f-vm.ru;70000001024169300;141274360002372;Россия, Новосибирск, улица Малыгина, 28;POINT(82.811437 54.943297)
Ферроком;info@ferrocom.org;88003333154;www.f-vm.ru;70000001024837100;141274360002372;Россия, Новосибирская область, Новосибирский район, Станционный сельсовет, станция Иня-Восточная, Железнодорожная улица, 1;POINT(83.00373 55.11236)
Ферроком;info@ferrocom.org;88003333154;www.f-vm.ru;70000001029615300;141274360002372;Россия, Новосибирск, Ленинский район, посёлок Восточный, 36;POINT(82.869845 55.000539)
Ферроком;info@ferrocom.org;88003333154;www.f-vm.ru;70000001034384700;141274360002372;Россия, Новосибирск, улица Крамского, 40;POINT(82.988549 55.023516)
Ферроком;info@ferrocom.org;88003333154;www.f-vm.ru;70000001036456300;141274360002372;Россия, Новосибирск, Кировский район, Северо-Чемской жилмассив, Тюменская улица, 16к1;POINT(82.95338 54.954616)
Ферроком;info@ferrocom.org;88003333154;www.f-vm.ru;70000001036837500;141274360002372;Россия, Новосибирск, Станционная улица, 52;POINT(82.833284 54.9976)
Ферроком;info@ferrocom.org;88003333154;www.f-vm.ru;70000001040851200;141274360002372;Россия, Новосибирск, Кировский район, Северо-Чемской жилмассив, Тюменская улица, 16;POINT(82.954808 54.954703)
Сибаккумулятор, магазин-склад аккумуляторов;;79139202773;www.adonismarket.ru;141265771053588;141274360054010;Россия, Новосибирск, улица Жуковского, 97Ак1;POINT(82.893759 55.067308)
Сервислом;ovsin05@mail.ru;79139429900;servislom.ru;141265771281021;141274360180018;Россия, Новосибирская область, Бердск, Химзаводская улица, 1А;POINT(83.130501 54.746457)
ПРОММЕТПЛАСТ;;73832132211;prommetplast.ru;141265771473051;141274360275503;Россия, Новосибирская область, Искитим, Кооперативная улица, 37;POINT(83.305466 54.618968)
АЛКОМ;;73832992299;;141265771550428;141274360298681;Россия, Новосибирск, Калининский район, Переездная улица, 1к5;POINT(83.004476 55.120985)
ПромСтройИнвест;2012metall@mail.ru;73832551400;www.metallolom54.ru;141266769515738;141275459384882;Россия, Новосибирск, Станционная улица, 38к50;POINT(82.823097 55.008738)
НовоЛом;;79139088285;novolom.ru;141266769515852;141275459384965;Россия, Новосибирск, улица Петухова, 17А/3;POINT(82.861428 54.948106)
ПГ Ритэн;;73832130444;riten-metall.ru;70000001019656700;141275459494620;Россия, Новосибирск, Кайтымовская улица, 10;POINT(82.984039 55.083256)
ПГ Ритэн;;79232349209;riten-metall.ru;70000001031653200;141275459494620;Россия, Новосибирская область, Искитим, Саратовская улица, 2А;POINT(83.336817 54.564935)
ПГ Ритэн;aevriten@mail.ru;73832927080;riten-metall.ru;141266769694528;141275459494620;Россия, Новосибирск, Трикотажная улица, 47/2;POINT(82.962812 55.061854)
ПГ Ритэн;;73832139141;riten-metall.ru;141266769694567;141275459494620;Россия, Новосибирск, Тайгинская улица, 6;POINT(82.997254 55.106587)
МАГЕЛЛАН;;79537674488;;141266769802112;141275459564258;Россия, Новосибирская область, Бердск, микрорайон Северный, 17/1;POINT(83.095394 54.769451)
МАГЕЛЛАН;;79537674488;;70000001027651200;141275459564258;Россия, Новосибирская область, Бердск, Пионерская улица, 15А;POINT(83.095323 54.7484)
МАГЕЛЛАН;;79537674488;;70000001032045100;141275459564258;Россия, Новосибирск, Советский район, микрорайон Академгородок, проспект Строителей, 25к2;POINT(83.096598 54.859855)
МАГЕЛЛАН;;79537674488;;70000001032192100;141275459564258;Россия, Новосибирская область, Бердск, Промышленная улица, 20к1;POINT(83.137714 54.746779)
МАГЕЛЛАН;;79537674488;;70000001032192100;141275459564258;Россия, Новосибирская область, Искитим, микрорайон Индустриальный, 29Б;POINT(83.298001 54.6292)
Нортон Сталь Втормет;norton_steel@nsv55.ru;73812618550;www.nsv55.ru;282003257699969;282011847631635;Россия, Омск, улица 22-го Партсъезда, 51Г;POINT(73.430348 55.029172)
Нортон Сталь Втормет;norton_steel@nsv55.ru;73812618550;www.nsv55.ru;282003258361311;282011847631635;Россия, Омск, 1-я Путевая улица, 1;POINT(73.436116 54.919269)
Нортон Сталь Втормет;norton_steel@nsv55.ru;73812618550;www.nsv55.ru;282003258361312;282011847631635;Россия, Омск, проспект Мира, 183/5;POINT(73.208483 55.0307)
Нортон Сталь Втормет;norton_steel@nsv55.ru;73812618550;www.nsv55.ru;70000001021759800;282011847631635;Россия, Омск, 2-я Солнечная улица, 39А;POINT(73.196984 55.001798)
Нортон Сталь Втормет;norton_steel@nsv55.ru;73812618550;www.nsv55.ru;70000001024428500;282011847631635;Россия, Омск, 3-я Молодёжная улица, 12А;POINT(73.484912 54.955939)
Нортон Сталь Втормет;norton_steel@nsv55.ru;73812618550;www.nsv55.ru;70000001038939400;282011847631635;Россия, Омск, улица 10 лет Октября, 2;POINT(73.383411 54.982476)
Нортон Сталь Втормет;norton_steel@nsv55.ru;73812618550;www.nsv55.ru;70000001039574200;282011847631635;Россия, Омск, Комбинатская улица, 3;POINT(73.296571 55.060261)
КАРИТАС, католический центр;;73812567888;sibcaritas.ru;282003257703848;282011847634404;Россия, Омск, улица Звездова, 62/1;POINT(73.399716 54.986743)
ЧерМетАктив-С;chermetomsk@mail.ru;79293014313;chermetactiv-s.ru;282003257727270;282011847652579;Россия, Омск, 2-я Казахстанская улица, 31/1;POINT(73.288504 54.921401)
ЧерМетАктив-С;chermetomsk@mail.ru;79293014313;chermetactiv-s.ru;282003257790191;282011847652579;Россия, Омск, проспект Мира, 140/3;POINT(73.1972 55.046337)
ЧерМетАктив-С, сеть пунктов приема металлолома;chermetomsk@mail.ru;79293014313;chermetactiv-s.ru;282003257765857;282011847652579;Россия, Омск, проспект Мира, 4;POINT(73.303479 55.023181)
Промресурсы;;73812388991;;282003257897586;282011847776351;Россия, Омск, 6-я Ленинградская улица, 2/2;POINT(73.496222 54.933828)
Металлинвест;;73812513851;;282003257947825;282011847809467;Россия, Омск, 2-я Казахстанская улица, 1;POINT(73.307073 54.906735)
Велеск;velesk2001@mail.ru;73812356908;www.velesk.com;282003257995708;282011847841358;Россия, Омск, проспект Губкина, 12А;POINT(73.285441 55.068468)
РАДАМЕТ-Сибирь;;73812902055;www.radamet.ru;282003258156142;282011847937013;Россия, Омск, 2-я Казахстанская улица, 23/1;POINT(73.28952 54.918167)
Вторчермет НЛМК Сибирь, ломоперерабатывающее предприятие;pvm-omsk@mail.ru;79236794235;www.uvchm.ru;282003258183633;282011847954331;Россия, Омск, Барабинская улица, 40;POINT(73.504136 54.939936)
Вторчермет НЛМК Сибирь, ломоперерабатывающее предприятие;pvm-omsk@mail.ru;79659835547;www.uvchm.ru;70000001020619000;282011847954331;Россия, Омск, Комбинатская улица, 3;POINT(73.296571 55.060261)
Вторчермет НЛМК Сибирь, ломоперерабатывающее предприятие;pvm-omsk@mail.ru;79293691838;www.uvchm.ru;70000001019128800;282011847954331;Россия, Омск, Омская улица, 225;POINT(73.444739 54.994228)
Втормет;;79237675050;vtormet55.ru;282003258390323;282011848091483;Россия, Омск, проспект Мира, 140/4;POINT(73.19773 55.044371)
Втормет;;79237675050;vtormet55.ru;282003258679279;282011848091483;Россия, Омск, Окружная дорога, 16;POINT(73.481274 54.968675)
Втормет;;79237675050;vtormet55.ru;70000001029877400;282011848091483;Россия, Омск, улица Электрификаторов, 11;POINT(73.200254 55.015707)
Втормет-Ресурс;;79136308959;;282003258396520;282011848095477;Россия, Омск, улица Лесоперевалка, 1к1;POINT(73.308124 54.900275)
Втормет-Ресурс;;79136194448;;282003258396521;282011848095477;Россия, Омск, Комбинатская улица, 28;POINT(73.264663 55.080071)
Втормет-Ресурс;;79136215226;;282003258396522;282011848095477;Россия, Омск, 2-я Учхозная улица, 2А;POINT(73.460765 55.001055)
Втормет-Ресурс, пункт приема черных металлов;;73812285004;;70000001021386100;282011848095477;Россия, Омск, улица 22-го Партсъезда, 105;POINT(73.459175 55.020683)
Втормет-Ресурс;;73812375127;;70000001022070200;282011848095477;Россия, Омск, Семиреченская улица, 99к2;POINT(73.286825 54.929296)
Стил Нордика;;73812324425;www.omlom.com;282003258419300;282011848108172;Россия, Омск, Омская улица, 213;POINT(73.432792 54.993939)
Омская служба вывоза и приема металлолома;;73812495772;metallolom55.ru;282003258976807;282011848304019;Россия, Омск, 33-я Рабочая улица, 12;POINT(73.44244 54.931696)
Металлокасса;metallokassa@bk.ru;73812501141;www.metallokassa.ru;282003258996512;282011848361038;Россия, Омск, улица 22 Декабря, 100Г/1;POINT(73.272362 54.95353)
Металлокасса;metallokassa@bk.ru;73812501141;www.metallokassa.ru;282003258936476;282011848361038;Россия, Омск, 3-я Молодёжная улица, 17;POINT(73.489458 54.950878)
Металлокасса;metallokassa@bk.ru;73812501141;www.metallokassa.ru;282003258936477;282011848361038;Россия, Омск, 2-я Казахстанская улица, 7к1;POINT(73.302518 54.908226)
Металлокасса;metallokassa@bk.ru;73812501141;www.metallokassa.ru;282003258936478;282011848361038;Россия, Омск, улица 22-го Партсъезда, 51Бк4;POINT(73.430447 55.026644)
Металлокасса;metallokassa@bk.ru;73812501141;www.metallokassa.ru;282004258226258;282011848361038;Россия, Омск, Нефтезаводская улица, 41А;POINT(73.257944 55.047151)
Металлокасса;metallokassa@bk.ru;73812501141;www.metallokassa.ru;70000001006542500;282011848361038;Россия, Омск, 1-я Казахстанская улица, 1к2;POINT(73.30816 54.908764)
Металлокасса;metallokassa@bk.ru;73812501141;www.metallokassa.ru;70000001036222700;282011848361038;Россия, Омск, 34-я Рабочая улица, 15;POINT(73.441964 54.931236)
Металлобаза 55;;79507941401;;282003259011945;282011848391707;Россия, Омск, 33-я Рабочая улица, 12;POINT(73.44244 54.931696)
Русмет;;73812795600;www.vtormetomsk.ru;70000001039834900;282012947899621;Россия, Омск, 1-я Казахстанская улица, 3к4;POINT(73.302707 54.911197)
Втормет, сеть пунктов приема металлолома;;73822650944;www.втормет42.рф;422740746166039;422749335979839;Россия, Томск, Транспортная улица, 1А;POINT(84.994783 56.501019)
Втормет;;79138001720;www.втормет42.рф;422740746258498;422749335979839;Россия, Томск, микрорайон Черемошники, Профсоюзная улица, 2с52;POINT(84.93651 56.528021)
Втормет;;79609761663;www.втормет42.рф;422740746258499;422749335979839;Россия, Томск, поселок Степановка, Космическая улица, 4с4;POINT(85.003686 56.466171)
Втормет;;79069484925;www.втормет42.рф;422740746258501;422749335979839;Россия, Томск, Ракетная улица, 4/1;POINT(85.013567 56.517505)
Втормет;;79095425599;www.втормет42.рф;422740746319037;422749335979839;Россия, Томск, Водяная улица, 78А;POINT(84.937956 56.511461)
Втормет;;79618853505;www.втормет42.рф;422741746682462;422749335979839;Россия, Томск, Мостовая улица, 34;POINT(84.953991 56.545612)
Втормет;;79095466844;www.втормет42.рф;70000001019626100;422749335979839;Россия, Томск, 2-я улица Усть-Киргизка, 23с3;POINT(84.950739 56.531923)
Втормет;;79069554231;www.втормет42.рф;70000001033637500;422749335979839;Россия, Томск, Шегарский тракт, 12/1;POINT(84.912066 56.461024)
Втормет;;79069576557;www.втормет42.рф;422741746682458;422749335979839;Россия, Томск, Ракетная улица, 19с10;POINT(85.015624 56.514311)
Втормет;;73822509339;www.втормет42.рф;422741746682466;422749335979839;Россия, Томск, Предвокзальная улица, 45;POINT(84.982297 56.455185)
Север;;73822497303;;422740746058997;422749335979893;Россия, Томск, микрорайон Черемошники, Профсоюзная улица, 2/2;POINT(84.929871 56.527177)
Сибирские ресурсы;stalcom2003@mail.ru;73822702051;сибирскиересурсы.рф;422740746069022;422749335999431;Россия, Томск, Кузовлевский тракт, 4с3;POINT(85.003713 56.612355)
Вторчермет НЛМК Сибирь;sekretar@vtormet.tom.ru;73822675267;uvchm.ru;422740746072558;422749336002389;Россия, Томск, улица Айвазовского, 29Б;POINT(85.024419 56.519923)
Экология тепла;;73822210386;экологиятепла.рф;422740746118814;422749336038446;Россия, Томск, улица Александра Угрюмова, 7/11;POINT(85.02909 56.533914)
Алмет;;79234103875;;70000001028480000;422749336106486;Россия, Томск, Водяная улица, 59с3;POINT(84.936995 56.513879)
Алмет;;79609730397;;422740746212316;422749336106486;Россия, Томск, 2-я улица Усть-Киргизка, 25/3;POINT(84.949948 56.532837)
Пеликан;;73822900390;pelikanservice.ru;422740746246286;422749336130658;Россия, Томск, улица Карла Маркса, 18;POINT(84.944909 56.490719)
Торем;;73822578557;www.torem70.ru;422740746263642;422749336141585;Россия, Томск, Обской переулок, 10;POINT(84.966648 56.536351)
Торем;;;;70000001037305900;422749336141585;Россия, Томск, Московский тракт, 52;POINT(84.939375 56.460278)
ВторРесурс;;73822978858;recycling-center-624.business.site/;422740746279111;422749336152541;Россия, Томск, проспект Ленина, 217с30;POINT(84.948808 56.519213)
ТомскТрансМет;;73822710930;;422740746355267;422749336200944;Россия, Томск, площадь Батенькова, 2;POINT(84.951179 56.484804)
Сибметалл;;73822329888;sibmetall.at.ua;422740746388014;422749336221743;Россия, Томск, микрорайон Черемошники, Бердская улица, 14;POINT(84.941855 56.511014)
Томский ВторЧерМет;;73822710928;;422740746419077;422749336240820;Россия, Томск, площадь Батенькова, 2;POINT(84.951179 56.484804)
Сорнет;;73822900896;sornet.ru;422740746419242;422749336240875;Россия, Томск, микрорайон Телецентр, Партизанская улица, 9/1;POINT(84.974113 56.496667)
Сибирская промышленная группа;;73822933535;;422741746352745;422750436174070;Россия, Томская область, Томский район, Зоркальцевское сельское поселение, поселок Кайдаловка, 2с1;POINT(84.840408 56.505664)
Утилизатор;;73822213716;utilizatop.tilda.ws;422741746560472;422750436304027;Россия, Томск;POINT(84.947649 56.48464)
makk. Автомагазин. Сервис;;73852502020;www.akb22.ru;563478234456163;563486824335059;Россия, Алтайский край, Барнаул, Павловский тракт, 10;POINT(83.734124 53.339662)
makk. Автомагазин. Сервис;;88007005290;www.akb22.ru;563478234641196;563486824335059;Россия, Алтайский край, Барнаул, Павловский тракт, 1А;POINT(83.739325 53.339135)
makk. Автомагазин. Сервис;;88007005290;www.akb22.ru;563478234682257;563486824335059;Россия, Алтайский край, Барнаул, улица Юрина, 209;POINT(83.713786 53.363988)
makk. Автомагазин. Сервис;;88007005290;www.akb22.ru;563478234773230;563486824335059;Россия, Алтайский край, Барнаул, Железнодорожный район, Целинная улица, 1Б;POINT(83.7187 53.341113)
makk. Автомагазин. Сервис, автокомплекс;;88007005290;www.akb22.ru;563478234846774;563486824335059;Россия, Алтайский край, Барнаул, проспект Калинина, 45;POINT(83.756384 53.373939)
makk. Автомагазин. Сервис, автокомплекс;;73852502020;www.akb22.ru;563478234895880;563486824335059;Россия, Алтайский край, муниципальное образование Город Барнаул, рабочий посёлок Южный, улица Мусоргского, 1А;POINT(83.701865 53.254596)
makk. Автомагазин. Сервис, автокомплекс;;73852502020;www.akb22.ru;563478234966742;563486824335059;Россия, Алтайский край, Барнаул, проспект Космонавтов, 10/4;POINT(83.7096 53.387856)
makk. Автомагазин. Сервис;;73852502020;www.akb22.ru;563478234984468;563486824335059;Россия, Алтайский край, Барнаул, Покровская улица, 15;POINT(83.714262 53.363252)
makk. Автомагазин. Сервис;;88007005290;www.akb22.ru;70000001007100200;563486824335059;Россия, Алтайский край, Новоалтайск, улица Октябренок, 4;POINT(83.946449 53.401338)
makk. Автомагазин. Сервис;;73852502020;www.akb22.ru;70000001021090300;563486824335059;Россия, Алтайский край, Барнаул, Павловский тракт, 313К;POINT(83.630638 53.347419)
makk. Автомагазин. Сервис;;;www.akb22.ru;70000001024307900;563486824335059;Россия, Алтайский край, Барнаул, Трактовый проезд, 9;POINT(83.734348 53.339941)
СДЭК;;88002500405;www.cdek.ru;70000001028251000;563486824335556;Россия, Алтайский край, Барнаул, улица Малахова, 179;POINT(83.693556 53.329332)
Втормет;;79039476412;;563478234454013;563486824336328;Россия, Алтайский край, Барнаул, улица Попова, 254;POINT(83.626425 53.324804)
Втормет;;79635180016;;563478234512963;563486824336328;Россия, Алтайский край, Новоалтайск, улица П. Корчагина, 23;POINT(83.976633 53.38002)
Втормет;bdk22@yandex.ru;79333330332;;563478235042421;563486824336328;Россия, Алтайский край, Барнаул, улица Чернышевского, 293А;POINT(83.74935 53.326267)
Втормет;;79236522899;;563479234790876;563486824336328;Россия, Алтайский край, Барнаул, Весенняя улица, 19к2;POINT(83.627601 53.306008)
Втормет;;79059831167;;563479234662802;563486824336328;Россия, Алтайский край, Новоалтайск, улица Промплощадка, 51;POINT(83.920749 53.426279)
Втормет;;79039105812;;70000001006608400;563486824336328;Россия, Алтайский край, Барнаул, улица Малахова, 2Д/1;POINT(83.709132 53.391556)
Втормет;;79059258742;;70000001007224300;563486824336328;Россия, Алтайский край, Барнаул, проспект Космонавтов, 14/7к3;POINT(83.691696 53.392399)
Втормет;;79039476412;;563478234454013;563486824336328;Россия, Алтайский край, Барнаул, улица Попова, 254;POINT(83.626425 53.324804)
Втормет;;79635180016;;563478234512963;563486824336328;Россия, Алтайский край, Новоалтайск, улица П. Корчагина, 23;POINT(83.976633 53.38002)
Втормет;bdk22@yandex.ru;79333330332;;563478235042421;563486824336328;Россия, Алтайский край, Барнаул, улица Чернышевского, 293А;POINT(83.74935 53.326267)
Втормет;;79059831167;;563479234662802;563486824336328;Россия, Алтайский край, Новоалтайск, улица Промплощадка, 51;POINT(83.920749 53.426279)
Втормет;;79236522899;;563479234790876;563486824336328;Россия, Алтайский край, Барнаул, Весенняя улица, 19к2;POINT(83.627601 53.306008)
Втормет;;79039105812;;70000001006608400;563486824336328;Россия, Алтайский край, Барнаул, улица Малахова, 2Д/1;POINT(83.709132 53.391556)
Втормет;;79059258742;;70000001007224300;563486824336328;Россия, Алтайский край, Барнаул, проспект Космонавтов, 14/7к3;POINT(83.691696 53.392399)
Компания Сибтара;sibtara@inbox.ru;73852506325;сибтара.рф;563478234402919;563486824336936;Россия, Алтайский край, Барнаул, проспект Космонавтов, 6Ж;POINT(83.73893 53.39133)
Алтайтранслом;;79069633365;;563478234416528;563486824350863;Россия, Алтайский край, Барнаул, Ткацкая улица, 79А;POINT(83.762717 53.374191)
Алтайтранслом;;79069633365;;563478234416528;563486824350863;Россия, Алтайский край, Барнаул, Ткацкая улица, 79А;POINT(83.762717 53.374191)
Вторчермет НЛМК Сибирь, компания по приему и переработке металлолома;;79612300099;www.uvchm.ru;70000001022518000;563486824361018;Россия, Алтайский край, Новоалтайск, улица Промплощадка, 19;POINT(83.918413 53.435222)
Вторчермет НЛМК Сибирь, компания по приему и переработке металлолома;;73852573211;www.uvchm.ru;563478234429200;563486824361018;Россия, Алтайский край, Барнаул, Южный проезд, 11А;POINT(83.646718 53.314525)
Вторчермет НЛМК Сибирь, компания по приему и переработке металлолома;;73852573211;www.uvchm.ru;563478234429200;563486824361018;Россия, Алтайский край, Барнаул, Южный проезд, 11А;POINT(83.646718 53.314525)
